"id","created_at","name","has_test","alternate_url"
"68379910","2022-08-02T10:06:04+0300","-",false,"https://hh.ru/vacancy/68379910"
"68380428","2022-08-02T10:14:40+0300","-",false,"https://hh.ru/vacancy/68380428"
"67856754","2022-08-02T10:46:30+0300","-",false,"https://hh.ru/vacancy/67856754"
"68386431","2022-08-02T11:40:40+0300","-",false,"https://hh.ru/vacancy/68386431"
